"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1957-12",98.23735,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-01",98.26402,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-02",98.33881,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-03",98.44806,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-04",98.57767,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-05",98.73558,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-06",98.94161,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-07",99.21471,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-08",99.52611,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-09",99.846,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-10",100.1359,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-11",100.3577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-12",100.4665,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-01",100.4478,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-02",100.3513,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-03",100.2347,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-04",100.1372,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-05",100.0553,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-06",100.0648,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-07",100.2161,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-08",100.5636,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-09",101.1229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-10",101.7397,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-11",102.2412,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-12",102.5155,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-01",102.5006,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-02",102.2593,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-03",101.9112,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-04",101.5365,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-05",101.198,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-06",100.9249,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-07",100.7257,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-08",100.5974,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-09",100.5134,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-10",100.4469,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-11",100.4056,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-12",100.4062,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-01",100.434,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-02",100.4546,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-03",100.4018,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-04",100.2303,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-05",99.94549,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-06",99.55009,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-07",99.05453,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-08",98.52843,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-09",98.08124,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-10",97.78425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-11",97.65633,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-12",97.64615,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-01",97.70683,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-02",97.81538,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-03",97.96683,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-04",98.15678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-05",98.33273,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-06",98.47221,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-07",98.62483,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-08",98.81078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-09",99.00204,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-10",99.19331,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-11",99.36512,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-12",99.51351,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-01",99.65762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-02",99.8334,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-03",100.0474,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-04",100.2772,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-05",100.4939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-06",100.6957,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-07",100.9206,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-08",101.152,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-09",101.3635,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-10",101.5211,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-11",101.5923,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-12",101.5903,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-01",101.5281,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-02",101.4286,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-03",101.3367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-04",101.2939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-05",101.2997,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-06",101.3522,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-07",101.4025,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-08",101.4095,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-09",101.331,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-10",101.1323,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-11",100.8346,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-12",100.486,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-01",100.1577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-02",99.87003,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-03",99.59971,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-04",99.34778,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-05",99.16278,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-06",99.06798,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-07",99.0535,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-08",99.11994,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-09",99.26482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-10",99.47459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-11",99.72244,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-12",99.98579,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-01",100.2278,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-02",100.4112,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-03",100.4911,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-04",100.4041,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-05",100.0903,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-06",99.55119,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-07",98.84064,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-08",98.06285,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-09",97.39173,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-10",96.93016,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-11",96.7359,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-12",96.80579,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-01",97.08746,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-02",97.48125,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-03",97.95602,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-04",98.491,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-05",99.03333,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-06",99.52629,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-07",99.93095,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-08",100.2548,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-09",100.4968,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-10",100.6399,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-11",100.6783,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-12",100.6229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-01",100.5156,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-02",100.3712,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-03",100.1995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-04",100.0508,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-05",100.0026,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-06",100.0486,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-07",100.2026,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-08",100.4089,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-09",100.5813,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-10",100.6688,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-11",100.6296,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-12",100.459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-01",100.1971,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-02",99.91084,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-03",99.63457,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-04",99.37065,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-05",99.08267,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-06",98.79069,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-07",98.51783,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-08",98.27779,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-09",98.05697,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-10",97.87801,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-11",97.78209,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-12",97.81884,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-01",97.95599,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-02",98.12902,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-03",98.27625,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-04",98.35854,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-05",98.36575,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-06",98.32643,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-07",98.24966,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-08",98.15893,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-09",98.09312,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-10",98.05606,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-11",98.05883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-12",98.11594,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-01",98.22794,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-02",98.41865,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-03",98.71225,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-04",99.11789,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.60419,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-06",100.1577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-07",100.769,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-08",101.3855,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-09",101.9811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-10",102.5276,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-11",103.0102,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-12",103.4185,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-01",103.7288,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-02",103.9746,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-03",104.1852,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-04",104.3277,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-05",104.3401,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-06",104.2033,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-07",103.9851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-08",103.7625,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-09",103.5708,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-10",103.4323,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-11",103.3156,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-12",103.1924,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-01",103.0475,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-02",102.9028,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-03",102.7687,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-04",102.6354,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-05",102.4785,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-06",102.2658,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-07",101.9556,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-08",101.5235,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-09",100.9675,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-10",100.3317,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.62442,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-12",98.88798,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-01",98.22482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-02",97.72949,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-03",97.36286,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-04",97.07905,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-05",96.83923,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-06",96.5757,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-07",96.24396,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-08",95.88181,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-09",95.5489,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-10",95.28309,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-11",95.16599,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-12",95.27544,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-01",95.63087,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-02",96.02137,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-03",96.45387,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-04",96.88099,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-05",97.2851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-06",97.63894,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-07",97.93,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-08",98.19013,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-09",98.47485,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-10",98.74491,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-11",99.04803,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-12",99.39654,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-01",99.76312,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-02",100.0912,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-03",100.3449,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-04",100.4803,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-05",100.4595,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.2949,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.0432,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-08",99.73848,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.43663,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.22936,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.1449,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.15777,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.26936,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.49668,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-03",99.79482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.1572,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-05",100.5624,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-06",100.9773,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-07",101.3957,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-08",101.7603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-09",102.0554,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-10",102.2437,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-11",102.2989,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-12",102.2429,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-01",102.1158,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-02",101.9448,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-03",101.7767,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-04",101.6428,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-05",101.5742,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-06",101.5866,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-07",101.6256,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-08",101.6454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-09",101.6057,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-10",101.4882,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-11",101.3482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-12",101.2562,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-01",101.2551,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-02",101.3328,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-03",101.4385,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-04",101.4618,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-05",101.3066,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-06",100.9681,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-07",100.5662,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-08",100.2079,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-09",99.93127,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-10",99.7031,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-11",99.46191,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-12",99.20348,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-01",98.93454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-02",98.65177,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-03",98.34206,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-04",98.0124,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-05",97.73514,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-06",97.526,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-07",97.38517,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-08",97.32657,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-09",97.38714,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-10",97.53082,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-11",97.77332,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-12",98.09494,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-01",98.45155,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-02",98.80918,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-03",99.13801,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.37325,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.46587,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.42076,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.28499,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-08",99.0947,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-09",98.91499,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-10",98.76236,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.63976,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.54673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.50842,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.55347,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.63841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.71938,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.80885,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.93417,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-07",99.10297,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-08",99.29961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-09",99.5075,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-10",99.72014,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-11",99.90098,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-12",100.0671,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-01",100.2364,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-02",100.4044,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-03",100.58,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-04",100.7479,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-05",100.8956,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-06",101.0208,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-07",101.1041,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-08",101.1312,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-09",101.107,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-10",101.0889,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-11",101.061,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-12",101.0239,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-01",100.9772,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-02",100.9064,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-03",100.7964,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-04",100.6647,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-05",100.4912,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.2995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.1274,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.0182,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-09",99.95623,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-10",99.91084,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-11",99.87937,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-12",99.84106,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-01",99.78736,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-02",99.71169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-03",99.64236,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-04",99.58234,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-05",99.53236,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-06",99.50442,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-07",99.49834,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.51804,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.54644,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.57565,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.5872,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.57352,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.53135,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.50011,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.49796,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.52528,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.54317,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.55399,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.55865,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-08",99.57367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-09",99.61993,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-10",99.7208,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-11",99.88641,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-12",100.1198,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-01",100.4327,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-02",100.8018,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-03",101.1837,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-04",101.5626,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-05",101.9096,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-06",102.1693,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-07",102.3056,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.3324,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-09",102.2719,
