"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1978-12",101.817,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-01",101.8046,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-02",101.8028,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-03",101.7952,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-04",101.7605,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-05",101.6907,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-06",101.5818,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-07",101.4397,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-08",101.2756,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-09",101.0936,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-10",100.8909,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-11",100.6676,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1979-12",100.4251,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-01",100.1626,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-02",99.87157,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-03",99.60452,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-04",99.38154,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-05",99.25381,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-06",99.25112,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-07",99.35094,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-08",99.50392,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-09",99.65717,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-10",99.76974,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-11",99.8296,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1980-12",99.85057,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-01",99.85414,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-02",99.85342,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-03",99.85163,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.82977,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.76479,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.66408,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.5446,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-08",99.41434,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-09",99.2748,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-10",99.13438,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.99637,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.85842,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.70832,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.52527,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.32619,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.12945,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-05",97.95605,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-06",97.81737,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-07",97.73502,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-08",97.73119,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-09",97.81799,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-10",97.98887,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-11",98.22495,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1982-12",98.51168,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-01",98.82819,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-02",99.14456,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-03",99.45956,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-04",99.75631,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-05",100.0276,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-06",100.2694,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-07",100.4748,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-08",100.6469,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-09",100.7961,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-10",100.9276,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-11",101.0356,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1983-12",101.1122,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-01",101.1427,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-02",101.1145,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-03",101.0349,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-04",100.9239,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-05",100.7934,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.6484,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.5112,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.3924,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.2948,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.2265,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.1934,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.1921,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.2039,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.2047,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-03",100.1976,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-04",100.1794,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-05",100.1489,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-06",100.0983,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-07",100.0258,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.95176,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.89,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.85145,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.83508,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.83234,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.83418,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.82632,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.81326,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.80068,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.78325,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.76813,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.75749,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-08",99.75903,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-09",99.7739,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-10",99.80043,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-11",99.84905,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1986-12",99.92992,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-01",100.0577,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-02",100.2254,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-03",100.4116,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-04",100.6029,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-05",100.7832,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-06",100.9337,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-07",101.0285,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-08",101.0549,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-09",101.011,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-10",100.9149,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-11",100.7984,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1987-12",100.7012,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-01",100.5844,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-02",100.5138,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-03",100.4849,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-04",100.5018,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-05",100.5581,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-06",100.6345,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-07",100.7069,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-08",100.7693,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-09",100.8144,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-10",100.8469,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-11",100.8698,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1988-12",100.8794,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-01",100.8726,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-02",100.8472,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-03",100.8062,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-04",100.7499,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-05",100.6832,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.6206,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.5705,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.5337,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-09",100.5114,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-10",100.5029,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-11",100.5132,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1989-12",100.5394,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-01",100.5687,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-02",100.5837,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-03",100.5787,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-04",100.5337,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-05",100.436,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-06",100.2679,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-07",100.0274,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-08",99.72743,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-09",99.40595,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-10",99.09827,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-11",98.84439,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1990-12",98.68172,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-01",98.61832,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-02",98.65353,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-03",98.76616,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-04",98.91224,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-05",99.06129,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-06",99.1995,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-07",99.30524,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-08",99.35712,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-09",99.36156,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.33312,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.29197,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1991-12",99.26199,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-01",99.26154,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-02",99.27998,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-03",99.30182,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-04",99.30859,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-05",99.27436,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-06",99.19092,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-07",99.06939,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-08",98.93594,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-09",98.82471,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-10",98.75239,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-11",98.72397,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1992-12",98.72918,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-01",98.74731,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-02",98.76801,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-03",98.78476,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-04",98.80285,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-05",98.8288,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-06",98.87312,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-07",98.95215,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-08",99.06981,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-09",99.21866,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-10",99.39388,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-11",99.58205,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1993-12",99.77522,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-01",99.9599,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-02",100.1186,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-03",100.2599,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-04",100.3856,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-05",100.5052,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-06",100.6271,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-07",100.7422,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-08",100.8369,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-09",100.8795,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-10",100.8505,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.7421,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.5549,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.3155,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-02",100.0772,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-03",99.86737,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-04",99.71499,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-05",99.63417,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-06",99.61385,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-07",99.63526,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-08",99.66571,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-09",99.67657,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-10",99.66908,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-11",99.64963,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1995-12",99.6255,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-01",99.60621,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-02",99.60589,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-03",99.6248,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-04",99.65882,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-05",99.7028,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-06",99.74648,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-07",99.78972,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-08",99.83502,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-09",99.88736,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-10",99.93993,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-11",99.98722,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1996-12",100.0374,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-01",100.0948,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.1646,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.2478,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.3396,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-05",100.4305,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-06",100.5172,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.5895,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.6325,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.6449,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.6133,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-11",100.5411,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.4445,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.3411,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.2392,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.1337,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.0158,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-05",99.88245,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-06",99.7278,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-07",99.55843,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-08",99.39146,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.25848,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.19313,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-11",99.21901,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.32444,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-01",99.48746,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-02",99.67352,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-03",99.85852,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-04",100.0361,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.2097,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.3737,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.5265,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.6696,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.8086,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-10",100.9484,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-11",101.0854,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","1999-12",101.208,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-01",101.3037,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-02",101.3563,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-03",101.3684,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-04",101.3446,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-05",101.2843,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-06",101.1935,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-07",101.0742,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-08",100.9264,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-09",100.7431,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-10",100.5158,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-11",100.2488,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2000-12",99.9561,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-01",99.67009,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-02",99.42078,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-03",99.22231,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-04",99.07325,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-05",98.96148,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-06",98.85969,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-07",98.76148,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-08",98.66902,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-09",98.60203,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-10",98.60646,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-11",98.70423,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2001-12",98.88411,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-01",99.10798,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.33398,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-03",99.51514,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-04",99.60857,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-05",99.60113,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-06",99.50581,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-07",99.35808,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-08",99.19528,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-09",99.04012,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-10",98.9063,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-11",98.7965,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2002-12",98.69669,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-01",98.60178,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-02",98.52676,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-03",98.50571,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-04",98.56489,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.69516,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-06",98.88246,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-07",99.11245,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.36848,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.63786,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-10",99.90198,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.1397,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.3368,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.4842,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.5752,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.6133,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.6105,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.5823,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.5382,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.4843,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.4277,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.3822,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.3493,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.3275,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.3028,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.261,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.1958,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.1216,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.0591,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.0281,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.045,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.1033,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.1936,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.3099,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.4492,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.5972,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.7348,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.8527,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.946,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.0121,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.0468,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.0517,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.0483,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.0547,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.0875,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.148,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.2285,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.3179,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.4058,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.481,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.5446,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.5969,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.6357,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.663,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.6669,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.6422,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.5868,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.5118,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.4288,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.3376,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.2396,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.1266,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.9782,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.7874,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.5484,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.244,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.85803,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.3711,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.77195,
"OECD","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.06981,
